Employee_ID,Age,Gender,Industry,Work_Location,Stress_Level_Numeric,Work_Hours_Per_Week,Access_to_Mental_Health_Resources,Work_Life_Balance_Rating,Mental_Health_Risk,Sleep_Hours,Productivity_Score
EMP4855,24,Male,Manufacturing,Remote,6.0,59,Yes,1.0,Medium,,
EMP4860,23,Female,Manufacturing,Remote,3.0,27,No,4.0,Low,,
EMP4938,22,Female,Healthcare,Onsite,3.0,22,Yes,5.0,Low,,
EMP4959,27,Female,IT,Hybrid,9.0,25,No,2.0,High,,
EMP0051,26,Male,Manufacturing,Onsite,9.0,28,Yes,4.0,High,,
EMP0055,26,Female,Education,Hybrid,6.0,55,Yes,1.0,Medium,,
EMP0130,22,Female,Retail,Hybrid,3.0,35,Yes,3.0,Low,,
EMP0613,25,Male,Consulting,Remote,6.0,54,No,4.0,Medium,,
EMP0789,25,Male,Healthcare,Onsite,6.0,38,Yes,2.0,Medium,,
EMP0790,26,Female,Finance,Onsite,3.0,26,Yes,5.0,Low,,
EMP0826,24,Female,Retail,Remote,3.0,58,No,5.0,Low,,
EMP0911,22,Female,IT,Hybrid,3.0,21,Yes,5.0,Low,,
EMP0970,25,Female,Healthcare,Hybrid,9.0,37,Yes,3.0,High,,
EMP1011,24,Male,IT,Remote,6.0,54,Yes,5.0,Medium,,
EMP1037,22,Male,Education,Onsite,3.0,30,Yes,5.0,Low,,
EMP1134,27,Male,Education,Onsite,9.0,24,Yes,5.0,High,,
EMP1135,23,Female,Retail,Hybrid,9.0,47,Yes,4.0,High,,
EMP1143,22,Female,Consulting,Onsite,6.0,52,Yes,3.0,Medium,,
EMP1223,27,Female,Education,Onsite,6.0,50,No,2.0,Medium,,
EMP1437,27,Male,Education,Onsite,6.0,46,No,4.0,Medium,,
EMP1451,23,Female,Finance,Onsite,6.0,27,No,3.0,Medium,,
EMP1560,25,Female,Finance,Hybrid,6.0,26,No,4.0,Medium,,
EMP1767,23,Female,Finance,Hybrid,3.0,27,No,1.0,Low,,
EMP1808,22,Female,Healthcare,Remote,9.0,26,No,4.0,High,,
EMP1847,26,Female,Consulting,Remote,9.0,52,Yes,2.0,High,,
EMP1934,25,Male,Finance,Hybrid,6.0,47,Yes,3.0,Medium,,
EMP1951,24,Female,Manufacturing,Remote,3.0,34,No,1.0,Low,,
EMP2038,22,Female,Consulting,Remote,6.0,58,Yes,1.0,Medium,,
EMP2066,23,Male,Consulting,Remote,9.0,59,No,4.0,High,,
EMP2079,27,Female,Finance,Onsite,6.0,32,Yes,2.0,Medium,,
EMP2140,25,Female,Manufacturing,Onsite,6.0,46,Yes,5.0,Medium,,
EMP2161,27,Female,Manufacturing,Remote,9.0,31,No,3.0,High,,
EMP2268,27,Female,Retail,Onsite,3.0,44,No,2.0,Low,,
EMP2345,24,Female,Consulting,Hybrid,6.0,53,Yes,2.0,Medium,,
EMP2456,22,Male,Manufacturing,Onsite,9.0,22,Yes,2.0,High,,
EMP2484,24,Female,Finance,Hybrid,3.0,20,Yes,1.0,Low,,
EMP2553,24,Male,Manufacturing,Remote,9.0,27,Yes,5.0,High,,
EMP2730,25,Male,Manufacturing,Hybrid,6.0,25,Yes,1.0,Medium,,
EMP2746,25,Female,Retail,Hybrid,6.0,23,Yes,3.0,Medium,,
EMP3044,27,Male,Manufacturing,Onsite,9.0,24,Yes,1.0,High,,
EMP3087,27,Female,Finance,Hybrid,3.0,50,No,5.0,Low,,
EMP3107,26,Male,Consulting,Hybrid,6.0,55,Yes,4.0,Medium,,
EMP3319,22,Male,Finance,Hybrid,3.0,55,No,4.0,Low,,
EMP3330,22,Female,Consulting,Remote,3.0,29,Yes,1.0,Low,,
EMP3385,27,Male,Retail,Hybrid,6.0,43,No,2.0,Medium,,
EMP3429,22,Male,Education,Remote,9.0,22,No,4.0,High,,
EMP3442,23,Female,Education,Onsite,6.0,59,Yes,5.0,Medium,,
EMP3481,26,Female,Retail,Remote,3.0,49,Yes,2.0,Low,,
EMP3578,25,Female,Finance,Hybrid,9.0,47,No,5.0,High,,
EMP3592,22,Female,Consulting,Remote,9.0,42,Yes,3.0,High,,
EMP3823,27,Female,Finance,Remote,9.0,33,Yes,4.0,High,,
EMP3903,25,Female,Manufacturing,Onsite,3.0,53,Yes,4.0,Low,,
EMP3940,27,Female,IT,Hybrid,9.0,23,No,3.0,High,,
EMP3959,24,Female,Consulting,Hybrid,6.0,23,Yes,3.0,Medium,,
EMP3976,27,Male,Healthcare,Remote,3.0,46,No,2.0,Low,,
EMP4020,24,Male,Education,Onsite,3.0,54,No,4.0,Low,,
EMP4029,26,Male,IT,Onsite,6.0,27,No,3.0,Medium,,
EMP4182,26,Female,Healthcare,Onsite,6.0,58,No,4.0,Medium,,
EMP4297,23,Female,Education,Remote,3.0,39,Yes,1.0,Low,,
EMP4302,22,Female,Retail,Remote,3.0,28,Yes,4.0,Low,,
EMP4334,22,Female,Education,Hybrid,3.0,29,Yes,4.0,Low,,
EMP4430,23,Female,Finance,Hybrid,9.0,51,Yes,1.0,High,,
EMP4577,25,Male,Finance,Remote,3.0,45,No,1.0,Low,,
EMP4590,26,Female,IT,Onsite,3.0,36,No,4.0,Low,,
EMP4613,23,Female,Manufacturing,Remote,6.0,50,Yes,5.0,Medium,,
EMP4684,27,Female,Finance,Onsite,3.0,41,No,5.0,Low,,
EMP4715,24,Male,Finance,Hybrid,9.0,52,Yes,4.0,High,,
EMP4721,26,Female,Consulting,Remote,3.0,24,No,3.0,Low,,
EMP4729,24,Female,Healthcare,Hybrid,6.0,34,Yes,3.0,Medium,,
EMP4773,22,Female,Manufacturing,Hybrid,6.0,48,No,1.0,Medium,,
EMP4777,24,Female,Finance,Hybrid,3.0,39,No,3.0,Low,,
EMP4804,27,Female,Retail,Hybrid,9.0,21,Yes,4.0,High,,
EMP4878,22,Male,Healthcare,Remote,9.0,55,No,5.0,High,,
EMP4955,26,Female,IT,Remote,3.0,30,No,2.0,Low,,
EMP0004,27,Male,Finance,Onsite,9.0,32,Yes,4.0,High,,
EMP0049,22,Female,Healthcare,Onsite,3.0,29,No,4.0,Low,,
EMP0070,25,Female,Finance,Remote,3.0,28,No,2.0,Low,,
EMP0134,26,Male,Manufacturing,Hybrid,3.0,29,Yes,1.0,Low,,
EMP0284,23,Male,Healthcare,Remote,9.0,28,Yes,5.0,High,,
EMP0298,22,Male,Healthcare,Remote,6.0,35,No,5.0,Medium,,
EMP0308,23,Male,Consulting,Onsite,6.0,31,Yes,4.0,Medium,,
EMP0347,23,Male,Education,Remote,6.0,40,Yes,1.0,Medium,,
EMP0427,23,Female,Finance,Remote,3.0,31,Yes,2.0,Low,,
EMP0444,27,Female,Retail,Hybrid,9.0,27,No,5.0,High,,
EMP0445,25,Female,Retail,Remote,3.0,22,No,3.0,Low,,
EMP0483,23,Male,Education,Remote,6.0,20,Yes,3.0,Medium,,
EMP0493,24,Female,Education,Onsite,6.0,38,Yes,1.0,Medium,,
EMP0623,25,Female,IT,Hybrid,6.0,22,No,5.0,Medium,,
EMP0657,27,Female,Education,Hybrid,6.0,46,No,1.0,Medium,,
EMP0736,24,Male,Manufacturing,Remote,3.0,32,Yes,5.0,Low,,
EMP0750,22,Male,IT,Onsite,3.0,51,No,4.0,Low,,
EMP0787,22,Female,Healthcare,Hybrid,6.0,46,No,4.0,Medium,,
EMP0795,25,Female,Education,Onsite,3.0,48,Yes,5.0,Low,,
EMP0833,24,Male,IT,Remote,9.0,52,Yes,2.0,High,,
EMP0845,27,Female,Healthcare,Onsite,9.0,36,Yes,1.0,High,,
EMP0985,25,Male,IT,Hybrid,6.0,60,Yes,4.0,Medium,,
EMP1036,26,Male,Consulting,Hybrid,3.0,32,Yes,4.0,Low,,
EMP1054,24,Female,IT,Hybrid,9.0,29,Yes,2.0,High,,
EMP1087,25,Male,IT,Onsite,3.0,43,No,4.0,Low,,
EMP1179,23,Male,IT,Onsite,9.0,33,No,4.0,High,,
EMP1271,27,Male,Consulting,Remote,9.0,49,No,4.0,High,,
EMP1291,25,Female,Healthcare,Hybrid,3.0,32,No,2.0,Low,,
EMP1323,24,Female,Healthcare,Remote,6.0,43,Yes,5.0,Medium,,
EMP1359,27,Female,Retail,Hybrid,3.0,32,Yes,5.0,Low,,
EMP1401,26,Female,Healthcare,Remote,6.0,39,No,5.0,Medium,,
EMP1489,23,Female,IT,Hybrid,6.0,33,No,1.0,Medium,,
EMP1522,22,Female,IT,Onsite,6.0,35,Yes,1.0,Medium,,
EMP1615,22,Male,Healthcare,Onsite,9.0,41,Yes,4.0,High,,
EMP1618,24,Male,Finance,Hybrid,9.0,26,Yes,4.0,High,,
EMP1744,25,Male,Finance,Onsite,3.0,29,Yes,3.0,Low,,
EMP1761,24,Female,Manufacturing,Hybrid,3.0,53,No,4.0,Low,,
EMP1901,27,Female,Consulting,Hybrid,6.0,30,Yes,4.0,Medium,,
EMP1973,26,Female,Education,Onsite,3.0,55,No,1.0,Low,,
EMP2046,25,Male,Education,Hybrid,6.0,28,No,3.0,Medium,,
EMP2084,24,Female,Finance,Hybrid,3.0,27,Yes,1.0,Low,,
EMP2133,26,Male,IT,Hybrid,6.0,55,Yes,2.0,Medium,,
EMP2136,22,Female,IT,Hybrid,9.0,23,Yes,3.0,High,,
EMP2142,25,Female,Manufacturing,Remote,6.0,22,No,1.0,Medium,,
EMP2403,24,Male,Education,Onsite,3.0,33,No,2.0,Low,,
EMP2408,24,Male,Education,Remote,9.0,42,Yes,3.0,High,,
EMP2426,24,Male,Healthcare,Onsite,6.0,53,Yes,3.0,Medium,,
EMP2445,22,Female,Healthcare,Hybrid,6.0,25,No,4.0,Medium,,
EMP2599,26,Male,Education,Onsite,6.0,51,Yes,4.0,Medium,,
EMP2607,27,Male,Retail,Onsite,6.0,47,No,5.0,Medium,,
EMP2620,25,Male,Manufacturing,Onsite,6.0,40,No,1.0,Medium,,
EMP2709,27,Female,Healthcare,Hybrid,9.0,37,Yes,3.0,High,,
EMP2726,27,Female,Healthcare,Remote,3.0,42,Yes,5.0,Low,,
EMP2729,27,Male,Retail,Onsite,3.0,42,Yes,1.0,Low,,
EMP2768,23,Male,Education,Remote,9.0,32,No,5.0,High,,
EMP2781,24,Female,IT,Remote,9.0,59,Yes,1.0,High,,
EMP2791,27,Male,Retail,Hybrid,6.0,40,Yes,1.0,Medium,,
EMP2814,22,Male,IT,Remote,6.0,20,Yes,1.0,Medium,,
EMP2845,25,Male,IT,Onsite,6.0,28,No,2.0,Medium,,
EMP2871,27,Female,Retail,Onsite,6.0,45,Yes,2.0,Medium,,
EMP2930,26,Male,Retail,Onsite,6.0,55,No,5.0,Medium,,
EMP2979,23,Male,Manufacturing,Onsite,6.0,38,No,5.0,Medium,,
EMP2999,26,Male,Consulting,Onsite,9.0,42,No,4.0,High,,
EMP3001,23,Male,Finance,Hybrid,9.0,28,Yes,1.0,High,,
EMP3012,22,Male,Healthcare,Remote,3.0,39,No,4.0,Low,,
EMP3156,22,Female,IT,Onsite,3.0,41,No,5.0,Low,,
EMP3162,23,Female,Education,Hybrid,3.0,49,Yes,2.0,Low,,
EMP3165,25,Male,Education,Onsite,9.0,57,Yes,2.0,High,,
EMP3177,23,Female,Retail,Onsite,9.0,60,No,5.0,High,,
EMP3226,22,Female,Healthcare,Remote,6.0,39,Yes,3.0,Medium,,
EMP3310,23,Female,Healthcare,Hybrid,3.0,38,No,4.0,Low,,
EMP3406,22,Female,Retail,Hybrid,9.0,36,No,3.0,High,,
EMP3432,25,Male,Retail,Hybrid,3.0,38,Yes,4.0,Low,,
EMP3435,25,Female,Consulting,Onsite,9.0,39,Yes,3.0,High,,
EMP3528,26,Female,Consulting,Hybrid,3.0,38,Yes,3.0,Low,,
EMP3626,24,Female,Education,Hybrid,6.0,33,No,3.0,Medium,,
EMP3692,27,Female,Finance,Remote,3.0,32,Yes,1.0,Low,,
EMP3704,23,Female,Retail,Onsite,3.0,42,No,4.0,Low,,
EMP3744,27,Male,Consulting,Remote,9.0,58,Yes,4.0,High,,
EMP3872,23,Male,Healthcare,Remote,9.0,55,No,4.0,High,,
EMP3889,24,Male,Manufacturing,Hybrid,6.0,25,No,4.0,Medium,,
EMP3971,27,Male,Consulting,Hybrid,3.0,37,No,1.0,Low,,
EMP4019,23,Male,Consulting,Remote,3.0,36,No,5.0,Low,,
EMP4108,27,Male,Healthcare,Onsite,3.0,60,Yes,2.0,Low,,
EMP4154,22,Female,Retail,Onsite,3.0,22,No,3.0,Low,,
EMP4158,22,Female,Healthcare,Onsite,6.0,51,Yes,1.0,Medium,,
EMP4256,27,Male,Education,Onsite,6.0,22,Yes,5.0,Medium,,
EMP4259,24,Female,Finance,Onsite,3.0,42,No,3.0,Low,,
EMP4276,25,Male,Retail,Hybrid,3.0,56,No,5.0,Low,,
EMP4325,22,Male,Consulting,Onsite,3.0,37,Yes,2.0,Low,,
EMP4328,23,Male,Education,Hybrid,9.0,20,No,4.0,High,,
EMP4373,23,Male,Manufacturing,Hybrid,9.0,44,Yes,2.0,High,,
EMP4407,24,Female,Finance,Remote,9.0,28,No,4.0,High,,
EMP4491,27,Female,Consulting,Remote,6.0,22,No,4.0,Medium,,
EMP4597,26,Male,Education,Onsite,9.0,24,Yes,1.0,High,,
EMP4602,26,Male,Healthcare,Hybrid,3.0,41,Yes,1.0,Low,,
EMP4630,25,Male,Manufacturing,Onsite,3.0,29,Yes,4.0,Low,,
EMP4787,26,Female,Education,Hybrid,6.0,31,No,2.0,Medium,,
EMP4885,23,Male,Finance,Remote,3.0,29,Yes,3.0,Low,,
EMP4915,23,Female,Healthcare,Onsite,6.0,31,No,3.0,Medium,,
EMP4939,23,Male,Education,Remote,6.0,43,Yes,1.0,Medium,,
EMP0061,25,Male,Consulting,Hybrid,6.0,33,Yes,4.0,Medium,,
EMP0092,22,Female,Manufacturing,Onsite,9.0,60,No,1.0,High,,
EMP0164,24,Male,Manufacturing,Hybrid,6.0,53,No,1.0,Medium,,
EMP0174,25,Female,Manufacturing,Remote,9.0,36,Yes,2.0,High,,
EMP0424,27,Female,Consulting,Hybrid,6.0,53,Yes,5.0,Medium,,
EMP0485,24,Female,Consulting,Remote,3.0,33,No,1.0,Low,,
EMP0526,25,Male,Finance,Remote,3.0,24,Yes,2.0,Low,,
EMP0551,24,Female,Manufacturing,Onsite,9.0,58,Yes,2.0,High,,
EMP0569,22,Male,Retail,Hybrid,9.0,23,Yes,5.0,High,,
EMP0627,23,Male,Finance,Onsite,6.0,47,Yes,2.0,Medium,,
EMP0656,23,Male,Education,Remote,9.0,25,Yes,5.0,High,,
EMP0746,26,Male,Healthcare,Remote,6.0,28,No,4.0,Medium,,
EMP0761,22,Female,IT,Onsite,9.0,59,Yes,2.0,High,,
EMP0858,27,Male,Manufacturing,Hybrid,3.0,60,No,1.0,Low,,
EMP0997,23,Female,Healthcare,Onsite,3.0,21,No,3.0,Low,,
EMP1025,24,Female,Retail,Hybrid,6.0,34,No,4.0,Medium,,
EMP1100,27,Female,Manufacturing,Remote,9.0,57,Yes,3.0,High,,
EMP1211,22,Female,Education,Onsite,6.0,45,No,5.0,Medium,,
EMP1351,26,Female,Manufacturing,Onsite,3.0,26,No,1.0,Low,,
EMP1399,27,Male,IT,Hybrid,3.0,21,No,2.0,Low,,
EMP1455,27,Female,Consulting,Onsite,3.0,50,No,2.0,Low,,
EMP1561,26,Female,Retail,Onsite,3.0,32,Yes,3.0,Low,,
EMP1694,23,Female,Manufacturing,Onsite,3.0,38,No,5.0,Low,,
EMP1707,27,Female,IT,Hybrid,9.0,52,Yes,4.0,High,,
EMP1882,26,Male,Manufacturing,Remote,9.0,41,No,3.0,High,,
EMP2005,24,Female,Manufacturing,Remote,6.0,33,No,4.0,Medium,,
EMP2014,22,Female,Education,Remote,3.0,53,Yes,5.0,Low,,
EMP2030,24,Male,Consulting,Onsite,3.0,22,Yes,1.0,Low,,
EMP2127,23,Female,Education,Hybrid,6.0,28,No,5.0,Medium,,
EMP2135,26,Female,Healthcare,Hybrid,6.0,21,No,4.0,Medium,,
EMP2284,25,Female,Education,Onsite,6.0,49,No,3.0,Medium,,
EMP2298,22,Male,Finance,Hybrid,9.0,32,No,4.0,High,,
EMP2308,24,Female,Finance,Hybrid,6.0,29,Yes,5.0,Medium,,
EMP2349,25,Female,Retail,Onsite,3.0,51,No,5.0,Low,,
EMP2353,22,Female,Retail,Hybrid,3.0,58,No,2.0,Low,,
EMP2361,24,Male,Consulting,Remote,3.0,40,No,5.0,Low,,
EMP2427,27,Male,Manufacturing,Onsite,6.0,43,Yes,3.0,Medium,,
EMP2429,27,Female,Healthcare,Remote,9.0,43,Yes,4.0,High,,
EMP2440,26,Male,Finance,Onsite,3.0,32,No,5.0,Low,,
EMP2510,24,Male,Retail,Onsite,9.0,43,No,1.0,High,,
EMP2526,25,Female,Finance,Remote,3.0,21,Yes,3.0,Low,,
EMP2527,27,Male,Manufacturing,Onsite,9.0,22,Yes,3.0,High,,
EMP2557,23,Female,IT,Onsite,9.0,39,Yes,4.0,High,,
EMP2559,27,Female,Finance,Onsite,6.0,34,Yes,1.0,Medium,,
EMP2637,24,Male,Retail,Hybrid,9.0,36,Yes,4.0,High,,
EMP2677,26,Male,Retail,Remote,6.0,22,No,3.0,Medium,,
EMP2719,22,Female,Manufacturing,Remote,3.0,20,Yes,4.0,Low,,
EMP2778,23,Male,Consulting,Onsite,3.0,53,No,3.0,Low,,
EMP2801,23,Male,Consulting,Onsite,3.0,36,No,2.0,Low,,
EMP2887,27,Male,Healthcare,Onsite,3.0,59,Yes,2.0,Low,,
EMP3021,24,Male,Consulting,Remote,6.0,21,No,3.0,Medium,,
EMP3109,27,Male,Healthcare,Onsite,3.0,32,No,3.0,Low,,
EMP3114,22,Male,Manufacturing,Hybrid,3.0,46,No,2.0,Low,,
EMP3209,25,Female,Finance,Remote,9.0,29,No,1.0,High,,
EMP3313,22,Male,Manufacturing,Onsite,9.0,36,Yes,5.0,High,,
EMP3350,22,Male,Finance,Onsite,9.0,33,Yes,2.0,High,,
EMP3405,27,Male,Education,Onsite,3.0,42,No,3.0,Low,,
EMP3438,23,Female,Education,Onsite,9.0,36,Yes,2.0,High,,
EMP3632,23,Female,Manufacturing,Onsite,3.0,29,Yes,4.0,Low,,
EMP3652,26,Female,IT,Hybrid,6.0,21,Yes,2.0,Medium,,
EMP3719,24,Male,Education,Hybrid,6.0,38,Yes,4.0,Medium,,
EMP3788,23,Male,Retail,Onsite,6.0,21,No,3.0,Medium,,
EMP3928,23,Female,Manufacturing,Hybrid,3.0,28,No,2.0,Low,,
EMP4178,23,Male,Education,Onsite,9.0,22,No,3.0,High,,
EMP4258,24,Male,Finance,Onsite,3.0,30,Yes,5.0,Low,,
EMP4265,26,Female,Finance,Onsite,3.0,50,No,4.0,Low,,
EMP4305,25,Female,IT,Onsite,6.0,54,No,5.0,Medium,,
EMP4317,25,Female,Healthcare,Remote,3.0,36,No,5.0,Low,,
EMP4365,26,Female,Manufacturing,Hybrid,6.0,41,No,3.0,Medium,,
EMP4400,27,Male,Finance,Onsite,9.0,60,Yes,1.0,High,,
EMP4524,26,Male,Manufacturing,Remote,6.0,42,No,2.0,Medium,,
EMP4650,27,Female,Consulting,Onsite,3.0,57,Yes,1.0,Low,,
EMP4750,27,Female,Consulting,Onsite,9.0,24,Yes,3.0,High,,
EMP4883,23,Male,Healthcare,Hybrid,6.0,51,Yes,3.0,Medium,,
EMP4884,22,Female,Consulting,Hybrid,3.0,50,No,4.0,Low,,
EMP4886,26,Male,Retail,Remote,3.0,37,No,4.0,Low,,
EMP4905,24,Male,Finance,Hybrid,6.0,42,No,2.0,Medium,,
EMP0021,26,Female,Retail,Hybrid,3.0,21,No,2.0,Low,,
EMP0063,25,Male,Finance,Hybrid,6.0,28,No,3.0,Medium,,
EMP0228,23,Male,IT,Onsite,6.0,28,Yes,2.0,Medium,,
EMP0237,25,Male,Healthcare,Hybrid,6.0,51,No,1.0,Medium,,
EMP0242,22,Male,Manufacturing,Onsite,9.0,59,Yes,2.0,High,,
EMP0276,27,Male,Finance,Onsite,3.0,36,Yes,4.0,Low,,
EMP0301,24,Male,Retail,Remote,6.0,21,Yes,3.0,Medium,,
EMP0331,25,Female,Education,Remote,3.0,55,No,5.0,Low,,
EMP0409,24,Female,Finance,Remote,3.0,50,No,1.0,Low,,
EMP0651,25,Female,Consulting,Remote,3.0,39,Yes,4.0,Low,,
EMP0679,25,Female,IT,Onsite,6.0,39,Yes,3.0,Medium,,
EMP0803,27,Male,Education,Onsite,6.0,45,Yes,5.0,Medium,,
EMP0920,27,Female,Consulting,Hybrid,3.0,21,Yes,1.0,Low,,
EMP0963,23,Male,IT,Hybrid,9.0,32,Yes,4.0,High,,
EMP1015,27,Male,Retail,Hybrid,3.0,47,Yes,2.0,Low,,
EMP1081,23,Male,Manufacturing,Hybrid,6.0,48,No,2.0,Medium,,
EMP1148,22,Male,Finance,Remote,6.0,30,Yes,3.0,Medium,,
EMP1167,22,Male,Retail,Onsite,6.0,59,No,3.0,Medium,,
EMP1184,23,Female,Finance,Hybrid,6.0,49,Yes,3.0,Medium,,
EMP1253,23,Male,Retail,Remote,9.0,31,No,4.0,High,,
EMP1270,23,Female,Finance,Hybrid,9.0,24,Yes,3.0,High,,
EMP1277,26,Male,Finance,Remote,6.0,39,No,3.0,Medium,,
EMP1329,27,Female,Retail,Hybrid,9.0,60,Yes,1.0,High,,
EMP1408,23,Male,Finance,Hybrid,9.0,43,No,5.0,High,,
EMP1441,22,Female,Retail,Hybrid,6.0,24,No,3.0,Medium,,
EMP1460,26,Male,Finance,Remote,3.0,41,Yes,1.0,Low,,
EMP1477,24,Female,Consulting,Hybrid,3.0,43,Yes,2.0,Low,,
EMP1526,27,Male,IT,Remote,3.0,44,No,2.0,Low,,
EMP1737,23,Female,Finance,Remote,3.0,54,Yes,3.0,Low,,
EMP2029,25,Male,Education,Onsite,3.0,50,No,2.0,Low,,
EMP2060,25,Male,IT,Hybrid,3.0,20,No,2.0,Low,,
EMP2151,25,Female,IT,Onsite,3.0,58,No,1.0,Low,,
EMP2269,24,Male,Consulting,Remote,6.0,28,No,4.0,Medium,,
EMP2437,23,Male,Education,Hybrid,6.0,42,No,2.0,Medium,,
EMP2479,23,Female,Consulting,Remote,6.0,49,No,3.0,Medium,,
EMP2517,26,Female,Education,Remote,9.0,29,No,4.0,High,,
EMP2539,22,Female,Education,Onsite,3.0,24,Yes,3.0,Low,,
EMP2542,23,Male,Education,Onsite,3.0,31,Yes,5.0,Low,,
EMP2653,25,Female,IT,Onsite,3.0,34,Yes,4.0,Low,,
EMP2878,27,Male,Healthcare,Onsite,6.0,48,Yes,4.0,Medium,,
EMP2892,25,Female,Consulting,Remote,9.0,35,No,3.0,High,,
EMP2902,25,Male,Retail,Remote,6.0,35,Yes,3.0,Medium,,
EMP2925,22,Female,Consulting,Onsite,6.0,38,No,3.0,Medium,,
EMP3015,26,Female,Healthcare,Onsite,6.0,51,Yes,3.0,Medium,,
EMP3034,22,Male,Consulting,Onsite,6.0,31,Yes,1.0,Medium,,
EMP3067,22,Male,Consulting,Onsite,6.0,46,No,4.0,Medium,,
EMP3121,22,Male,Manufacturing,Hybrid,6.0,28,No,2.0,Medium,,
EMP3183,26,Male,Healthcare,Hybrid,3.0,43,No,3.0,Low,,
EMP3309,22,Male,Manufacturing,Remote,9.0,47,Yes,3.0,High,,
EMP3379,27,Female,Retail,Hybrid,9.0,20,No,2.0,High,,
EMP3543,24,Female,Healthcare,Remote,6.0,24,Yes,2.0,Medium,,
EMP3590,25,Female,IT,Onsite,6.0,26,Yes,5.0,Medium,,
EMP3779,22,Male,Manufacturing,Remote,9.0,40,Yes,2.0,High,,
EMP3875,26,Female,Finance,Remote,3.0,54,No,4.0,Low,,
EMP3886,25,Female,Manufacturing,Hybrid,9.0,54,No,1.0,High,,
EMP3915,22,Male,Consulting,Hybrid,9.0,23,Yes,4.0,High,,
EMP3925,23,Male,Healthcare,Hybrid,6.0,50,Yes,3.0,Medium,,
EMP4003,22,Female,Finance,Hybrid,9.0,36,Yes,1.0,High,,
EMP4083,22,Male,Retail,Hybrid,6.0,26,Yes,2.0,Medium,,
EMP4113,24,Male,Consulting,Remote,9.0,53,No,2.0,High,,
EMP4135,23,Male,Manufacturing,Remote,9.0,58,Yes,4.0,High,,
EMP4189,26,Female,Healthcare,Hybrid,6.0,40,Yes,1.0,Medium,,
EMP4205,24,Female,Retail,Hybrid,6.0,55,No,5.0,Medium,,
EMP4245,23,Male,Manufacturing,Hybrid,3.0,47,Yes,3.0,Low,,
EMP4300,22,Female,Manufacturing,Hybrid,3.0,39,Yes,1.0,Low,,
EMP4374,24,Male,IT,Remote,6.0,56,No,1.0,Medium,,
EMP4389,23,Female,Manufacturing,Onsite,9.0,33,Yes,3.0,High,,
EMP4393,22,Female,Education,Onsite,9.0,60,No,5.0,High,,
EMP4406,24,Female,Education,Remote,6.0,46,Yes,3.0,Medium,,
EMP4444,26,Male,Healthcare,Remote,3.0,53,Yes,2.0,Low,,
EMP4499,24,Female,Finance,Remote,9.0,47,Yes,2.0,High,,
EMP4593,25,Male,Healthcare,Onsite,3.0,39,No,1.0,Low,,
EMP4621,22,Female,Finance,Hybrid,6.0,39,No,3.0,Medium,,
EMP4677,25,Male,Healthcare,Onsite,9.0,53,Yes,1.0,High,,
EMP4772,23,Female,IT,Onsite,6.0,47,No,3.0,Medium,,
EMP4821,24,Female,IT,Onsite,9.0,37,Yes,1.0,High,,
EMP4911,27,Male,Finance,Onsite,9.0,41,No,2.0,High,,
EMP4920,25,Male,Education,Onsite,9.0,49,No,4.0,High,,
EMP4943,25,Female,Retail,Hybrid,9.0,23,Yes,1.0,High,,
EMP0022,26,Male,Education,Onsite,6.0,54,No,3.0,Medium,,
EMP0059,26,Female,Manufacturing,Remote,3.0,51,No,1.0,Low,,
EMP0348,24,Female,Finance,Onsite,9.0,22,Yes,4.0,High,,
EMP0407,24,Female,Healthcare,Onsite,9.0,60,Yes,3.0,High,,
EMP0411,22,Female,Healthcare,Remote,6.0,43,No,2.0,Medium,,
EMP0441,23,Female,Retail,Hybrid,3.0,35,No,2.0,Low,,
EMP0481,23,Female,Retail,Hybrid,9.0,56,No,2.0,High,,
EMP0507,27,Female,Healthcare,Remote,3.0,29,Yes,1.0,Low,,
EMP0924,27,Female,Finance,Hybrid,9.0,48,Yes,3.0,High,,
EMP0930,22,Male,Finance,Remote,3.0,39,No,4.0,Low,,
EMP1073,23,Female,Finance,Hybrid,3.0,41,Yes,2.0,Low,,
EMP1096,23,Female,Healthcare,Hybrid,6.0,45,No,3.0,Medium,,
EMP1103,24,Female,Retail,Hybrid,6.0,46,No,4.0,Medium,,
EMP1192,22,Male,Consulting,Remote,6.0,32,Yes,1.0,Medium,,
EMP1261,24,Male,Finance,Remote,9.0,40,Yes,5.0,High,,
EMP1334,23,Female,Healthcare,Remote,6.0,51,Yes,3.0,Medium,,
EMP1432,24,Male,Manufacturing,Remote,9.0,23,No,3.0,High,,
EMP1475,25,Female,Consulting,Remote,3.0,57,No,3.0,Low,,
EMP1504,26,Female,Consulting,Onsite,3.0,41,No,3.0,Low,,
EMP1514,24,Male,Manufacturing,Hybrid,3.0,33,Yes,5.0,Low,,
EMP1519,26,Male,Finance,Remote,9.0,40,No,3.0,High,,
EMP1552,27,Male,Manufacturing,Onsite,9.0,42,Yes,1.0,High,,
EMP1576,22,Female,Manufacturing,Hybrid,3.0,35,Yes,1.0,Low,,
EMP1654,25,Female,Consulting,Onsite,3.0,38,Yes,5.0,Low,,
EMP1756,24,Female,Retail,Onsite,9.0,25,Yes,2.0,High,,
EMP1904,24,Male,Healthcare,Hybrid,3.0,43,No,2.0,Low,,
EMP1930,22,Female,IT,Onsite,3.0,30,No,5.0,Low,,
